what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281587351
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281587607
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281587779
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281593921
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281594671
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281600057
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281600070
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281602172
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281603637
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281604087
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281607119
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281607127
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281617834
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281617938
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281618041
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281619335
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355281619410
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281622147
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281622420
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281623737
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281624366
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281627713
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355281627726
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281629941
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281630978
