what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.monitor.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.monitor.ui,1355273574906
started,bundle,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui,1355273574934
started,bundle,org.eclipse.mylyn.team.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.team.ui,1355273575009
started,bundle,org.eclipse.pde.ui,3.4.0.v20090202,org.eclipse.pde.ui,1355273575110
started,bundle,org.eclipse.team.cvs.core,3.3.101.r34x_20090115,org.eclipse.team.cvs.core,1355273575141
started,bundle,org.eclipse.team.cvs.ui,3.3.100.r34x_20090121,org.eclipse.team.cvs.ui,1355273575250
started,bundle,org.eclipse.ui.views.log,1.0.0.v20080803-1700,org.eclipse.ui.views.log,1355273575292
started,bundle,org.eclipse.wst.common.frameworks,1.1.201.v200811060900,org.eclipse.wst.common.frameworks,1355273575304
started,bundle,org.eclipse.wst.common.project.facet.core,1.3.4.v200810151458,org.eclipse.wst.common.project.facet.core,1355273575310
started,bundle,org.eclipse.wst.web,1.1.206.v200812100430,org.eclipse.wst.web,1355273575332
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.2.v200809031518,org.eclipse.wst.ws.service.policy.ui,1355273575393
started,bundle,org.eclipse.jst.common.project.facet.core,1.3.1.v200807031821,org.eclipse.jst.common.project.facet.core,1355273575637
started,bundle,org.eclipse.epp.usagedata.ui,1.0.1.R200809220400,org.eclipse.epp.usagedata.ui,1355273576499
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273578718
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273596136
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273600855
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273604588
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273607759
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273612139
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273612785
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273628278
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273646368
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355273649222
started,bundle,org.eclipse.compare,3.4.1.r34x_20090121,org.eclipse.compare,1355273651950
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273657078
