what,kind,bundleId,bundleVersion,description,time
opened,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355283050729
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355283053333
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283067466
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283081438
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283081477
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283085609
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283088693
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355283093344
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283111690
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355283113094
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283119696
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355283123013
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283123930
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283124868
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1355283138555
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283139718
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283156424
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283162307
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283163336
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355283163689
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283164927
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283166077
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283167688
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355283177079
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355283177196
