what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275876909
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275881684
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275882525
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275885626
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275890044
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275893302
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275900778
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275902413
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275904392
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275907791
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275935237
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1355275936589
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275938295
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276028689
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276041229
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276045206
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276060454
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276062309
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276066306
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276073437
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276106953
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276108615
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276112162
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276124281
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276127768
