what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1355273979051
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273980712
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355273982936
executed,command,org.eclipse.ui.ide,3.4.2.M20090127-1700,org.eclipse.ui.navigate.openResource,1355273983120
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355274009898
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274028230
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274041978
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355274045141
started,bundle,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui,1355274069448
started,bundle,org.eclipse.wst.server.core,1.1.3.v20090209,org.eclipse.wst.server.core,1355274069801
started,bundle,org.eclipse.wst.server.ui,1.1.4.v20090128,org.eclipse.wst.server.ui,1355274069908
started,bundle,org.eclipse.jdt.debug,3.4.1.v20081216_r342,org.eclipse.jdt.debug,1355274070217
started,bundle,org.eclipse.jdt.debug.ui,3.3.1.v20080730_r341,org.eclipse.jdt.debug.ui,1355274070501
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274070671
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274078532
started,bundle,org.eclipse.jst.server.core,1.1.3.v20090115,org.eclipse.jst.server.core,1355274078800
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274078888
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274080624
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274083772
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355274086126
started,bundle,org.eclipse.wst.common.emf,1.1.203.v200811022047,org.eclipse.wst.common.emf,1355274086931
started,bundle,org.eclipse.jst.j2ee.core,1.1.203.v200901221030,org.eclipse.jst.j2ee.core,1355274086961
started,bundle,org.eclipse.jem,2.0.202.v200810282000,org.eclipse.jem,1355274087199
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200902171115,org.eclipse.emf.ecore.xmi,1355274087287
started,bundle,org.eclipse.jst.jee,1.0.103.v200901220530,org.eclipse.jst.jee,1355274088505
