what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277152865
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277167533
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277181947
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277190508
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277200722
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277204976
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277214759
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277234176
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277241680
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277269436
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277326672
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277326962
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277327186
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277328598
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355277333440
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355277337988
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277341459
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277342952
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355277346484
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355277350637
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277353338
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277354878
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355277357392
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355277361943
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277366004
