what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355281233251
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355281252770
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355281259884
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1355281266973
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355281268974
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355281309975
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281357577
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281367504
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281370876
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281373477
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355281377627
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281396348
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281398590
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281400484
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281417338
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355281417670
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281418978
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281504916
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281513804
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281523991
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281540890
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281557212
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281560038
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281566666
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355281568446
