what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275565910
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275570074
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275578076
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275578428
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275579178
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275579800
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275583832
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275587687
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275590381
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355275605569
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355275689519
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275714877
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275730186
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275730373
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275743061
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275784164
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275809263
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275810957
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275813907
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275825908
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275840982
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275848981
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275855304
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275856147
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275858256
