what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355279201956
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279226006
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279238445
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355279238892
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279239356
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279240841
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355279243309
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355279244980
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355279248447
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355279249631
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279264362
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279265770
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355279269122
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279299489
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279302243
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279303678
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279321292
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355279321324
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279325612
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355279332091
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355279332892
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355279333122
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355279347112
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355279433812
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355279508741
