what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276506562
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276515967
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276517680
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276520250
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276526517
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276527659
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276531607
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276548571
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276552011
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276579451
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355276581763
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276590764
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276597085
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276597970
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276598301
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276600421
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276601814
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276603122
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276630284
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276696776
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276725246
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276726332
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276729827
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276747687
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276779608
