what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278607002
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278608448
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278614178
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278619255
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278619346
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278630975
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278634816
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278635524
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278635537
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355278639467
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278642371
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278646357
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1355278646508
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278649437
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278661306
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278669648
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278685018
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278693068
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278699637
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278700756
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278701048
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355278717137
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278725660
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278750796
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355278772428
