what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276781309
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276788096
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355276793318
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276797170
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276805586
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276807106
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276810280
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276815256
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276822928
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276824441
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276832970
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276835280
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276837410
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276844029
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355276844179
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276846571
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276855637
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276856117
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355276856787
closed,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276856831
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276866209
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276884119
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276894376
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276899027
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276900341
