what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282295171
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355282297520
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355282313376
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282323887
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282324495
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282324836
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282326463
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355282329862
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282357016
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282383786
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282389592
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1355282410555
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282416627
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282418997
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282421844
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282425528
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282428274
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282430467
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282433715
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282435229
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355282440819
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282450665
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282466187
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282466412
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282470720
