what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276129190
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276132879
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276151211
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276177242
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276179131
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276198364
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276201652
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276203271
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276224364
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276232593
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276234661
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276241153
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276258580
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276261765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276263434
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276267226
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276272804
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276281431
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276283023
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276287652
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276301532
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276307086
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276308554
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355276312107
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276330638
