what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1355278116518
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1355278116717
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordNext,1355278117067
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1355278118267
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355278120664
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278122825
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278124267
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355278127694
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278138256
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278143940
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278145418
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355278149086
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278156098
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278162422
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278171329
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278182734
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355278183352
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278188078
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355278202917
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278203636
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355278203987
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355278218675
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355278233128
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355278241761
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355278247019
