what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355276900638
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276904860
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276907317
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276921788
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355276924383
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276928740
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276956399
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276964163
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276969522
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355276992299
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277012972
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355277042092
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277095586
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277096595
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277096935
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277098319
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355277102425
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355277112967
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277117557
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277123135
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355277124122
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355277124482
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277124563
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277131185
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355277132746
