what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1355275021262
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.cut,1355275022512
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355275028964
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275164351
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275166389
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275172737
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275180975
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275207028
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275207129
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275236852
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275238693
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275242492
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275249517
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275259592
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275267351
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275279819
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275281830
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275287610
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275309980
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275315923
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275317786
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275360833
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355275362976
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355275368100
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355275373482
