what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282471009
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355282478998
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.undo,1355282486939
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282502230
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282503896
activated,view,org.eclipse.ui.console,3.3.1.v20090128_r342,org.eclipse.ui.console.ConsoleView,1355282507579
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282526002
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282526516
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282528248
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282532187
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282532414
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1355282556423
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282558022
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282578479
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1355282583182
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282588114
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1355282593790
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282594547
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282594777
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282601757
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1355282609496
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1355282609584
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1355282611654
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1355282614059
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1355282705061
